TP,TM_FC,SEQ,TM_EQK,MSC,MT,LAT,LON,LOC,INT,REM,COR
3,202102151901,143,20210215185925.000,2.5,35.9900,126.8400,전북 군산시 동북동쪽 10km 지역,최대진도 Ⅳ(전북),Ⅲ(충남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,
3,202102210906,159,20210221090334.000,2.2,35.4700,126.3400,전남 영광군 북서쪽 27km 해역,최대진도 Ⅱ(광주,전남,전북),지진피해 없을 것으로 예상됨
2,202103021829,185,20210302182300.000,5.8,21.9100,121.1300,대만 카오슝 남동쪽 115km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202103031938,189,20210303191610.000,6.3,39.7600,22.1800,그리스 테살리아 라리사  북서쪽 25km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202103042245,194,20210304222735.000,7.3,-37.8000,-179.5000,뉴질랜드 기스본 동북동쪽 238km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202103050310,195,20210305024125.000,7.4,-29.6100,-177.8400,뉴질랜드 케르마덱 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202103050454,196,20210305042830.000,7.8,-29.7500,-177.2200,뉴질랜드 케르마덱 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202103070345,202,20210307031834.000,5.5,21.1000,144.4700,마리아나 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202103070426,203,20210307035113.000,5.7,20.8900,144.3200,마리아나 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202103160255,226,20210316025152.000,2.6,35.7600,129.1900,경북 경주시 남남서쪽 11km 지역,최대진도 Ⅲ(경북),Ⅱ(경남,울산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202103191544,237,20210319151126.000,6.1,31.9400,92.7400,중국 티베트 나취 북동쪽 83km 지역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
2,202103201821,241,20210320180900.000,7.2,38.4000,141.7000,일본 미야기현(혼슈) 센다이 동쪽 74km 해역,,국내영향없음. 위 자료는 북서태평양지진해일경보센터(NWPTAC) 분석결과임.,,=
2,202103270712,256,20210327070200.000,6.2,26.1000,125.0000,일본 오키나와현 오키나와 서쪽 268km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202103280932,260,20210328092700.000,5.8,33.7000,140.5000,일본 가나가와현(혼슈) 요코하마 남남동쪽 209km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202104132159,299,20210413215615.000,2.0,36.0200,126.9100,전북 익산시 북북서쪽 9km 지역,최대진도 Ⅲ(전북,충남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,
3,202104160147,305,20210416014323.000,2.2,37.2900,127.7100,경기 여주시 동쪽 7km 지역,최대진도 Ⅲ(경기),Ⅱ(강원,충북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202104180936,312,20210418092900.000,5.8,38.3000,141.9000,일본 미야기현(혼슈) 센다이 동쪽 90km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202104182319,315,20210418231139.000,5.8,23.8700,121.4900,대만 화롄 남서쪽 11km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
3,202104191425,319,20210419142027.000,3.7,35.0700,125.0800,전남 신안군 흑산도 북서쪽 54km 해역,최대진도 Ⅱ(전남),지진피해 없을 것으로 예상됨,,=
3,202104191639,320,20210419154852.000,2.7,41.2800,129.1300,북한 함경북도 길주 북북서쪽 40km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
3,202104200217,323,20210420021327.000,2.6,35.0800,125.0500,전남 신안군 흑산도 북서쪽 57km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202104230313,333,20210423024127.000,2.2,40.4900,127.5100,북한 함경남도 장진 동북동쪽 26km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
3,202104251712,340,20210425170759.000,2.3,37.4800,124.3600,인천 옹진군 백령도 남남서쪽 60km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202104281145,349,20210428112125.000,6.0,26.7900,92.4200,인도 아삼 데키아줄리 북북서쪽 10km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202104281204,351,20210428120040.000,2.5,35.6500,129.7900,울산 동구 동북동쪽 37km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202104290516,354,20210429051225.000,2.0,35.6500,129.8300,울산 동구 동북동쪽 41km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202104301619,364,20210430161504.000,2.1,35.5200,128.8800,경남 밀양시 동쪽 12km 지역,최대진도 Ⅲ(경남),Ⅱ(경북,울산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202105011033,367,20210501102700.000,6.6,38.1000,141.8000,일본 미야기현(혼슈) 센다이 동남동쪽 83km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202105031425,372,20210503140800.000,5.8,25.7000,123.8000,일본 오키나와현 이리오모테섬 북쪽 150km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202105042245,378,20210504224208.000,2.0,35.8900,129.6700,경북 포항시 남구 동남동쪽 31km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202105130608,397,20210513060428.000,2.0,35.8900,127.3300,전북 완주군 동쪽 15km 지역,최대진도 Ⅲ(전북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
2,202105140904,402,20210514085800.000,6.0,37.7000,141.8000,일본 미야기현(혼슈) 센다이 남동쪽 103km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202105161231,408,20210516122400.000,6.1,41.9000,144.9000,일본 홋카이도 구시로 남남동쪽 128km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202105212314,420,20210521224837.000,6.0,25.7700,100.0100,중국 윈난성 다리 북서쪽 29km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202105220330,421,20210522030413.000,7.4,34.5900,98.2600,중국 칭하이성 시닝 남서쪽 389km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202105260618,430,20210526061324.000,2.2,35.8300,124.5600,충남 태안군 서격렬비도 남서쪽 124km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202105291018,440,20210529100300.000,5.6,36.4000,141.8000,일본 이바라키현(혼슈) 미토 동쪽 119km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202105302246,445,20210530223400.000,5.6,27.6000,141.1000,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 860km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202105310010,447,20210530235353.000,2.4,38.7300,126.0600,북한 황해북도 연산 남서쪽 23km 지역,최대진도 Ⅰ,자연지진으로 분석됨.,,=
2,202105311614,449,20210531155955.000,6.0,62.4600,-148.2000,미국 알래스카 치카룬 북쪽 74km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202106071838,467,20210607183402.000,2.1,33.6800,128.0700,전남 여수시 거문도 동남동쪽 80km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202106111428,478,20210611141248.000,5.0,23.9000,121.5400,대만 화롄 남쪽 6km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202106111642,479,20210611163326.000,5.3,23.8900,121.5300,대만 화롄 남남서쪽 7km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
3,202106130618,485,20210613061351.000,2.0,36.9700,130.3400,경북 울릉군 울릉도 남서쪽 76km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202106140039,488,20210613235732.000,2.5,41.2900,129.1300,북한 함경북도 길주 북북서쪽 41km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
3,202106142245,492,20210614224217.000,2.4,35.8100,129.7700,경북 포항시 남구 동남동쪽 43km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202106202016,509,20210620200800.000,5.4,43.5000,142.7000,일본 홋카이도 삿포로 동북동쪽 119km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202107070700,548,20210707065727.000,2.3,36.7700,128.4600,경북 예천군 북쪽 14km 지역,최대진도 Ⅱ(경북,충북),지진피해 없을 것으로 예상됨,
2,202107072035,551,20210707202458.000,5.4,23.9000,121.5900,대만 화롄 남동쪽 7km 지역,,국내영향없음.,,
2,202107080722,552,20210708071155.000,5.4,23.9000,121.5800,대만 화롄 남남동쪽 6km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202107140809,565,20210714075205.000,5.2,23.9500,121.6000,대만 화롄 동쪽 5km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202107161329,573,20210716132000.000,5.5,33.2000,139.4000,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 218km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202107310520,613,20210731051710.000,2.5,35.6500,128.4000,대구 달성군 남남서쪽 14km 지역,최대진도 Ⅲ(경남,대구),Ⅱ(경북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
3,202107260655,594,20210726065056.000,2.2,36.3200,128.2100,경북 상주시 남남동쪽 11km 지역,최대진도 Ⅲ(경북),Ⅱ(전북,충북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202107291533,605,20210729151546.000,7.3,55.3100,-157.8400,미국 알래스카 페리빌 남동쪽 105km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.,,
2,202107310237,611,20210731021019.000,6.1,-4.9200,-80.6100,페루 수야나 동쪽 8km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202107311435,616,20210731142600.000,5.0,43.3000,141.8000,일본 홋카이도 삿포로 북동쪽 45km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202108011423,620,20210801141926.000,2.2,35.6500,129.5300,울산 북구 동북동쪽 17km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202108040543,628,20210804053300.000,6.0,36.3000,141.8000,일본 이바라키현(혼슈) 미토 동쪽 119km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202108041348,631,20210804134000.000,5.8,36.2000,142.0000,일본 이바라키현(혼슈) 미토 동쪽 138km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202108050709,633,20210805065044.000,6.1,24.8000,122.4500,대만 타이베이 동남동쪽 95km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202108061720,638,20210806171104.000,5.5,24.7900,122.2100,대만 타이베이 동남동쪽 72km 해역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202108062022,640,20210806201230.000,5.4,23.1500,121.2900,대만 화롄 남남서쪽 93km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202108120325,660,20210812024614.000,7.1,6.4600,126.7400,필리핀 민다나오섬 다바오 남동쪽 143km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202108130405,668,20210813033254.000,7.5,-57.6000,-25.1900,남 샌드위치 아일랜드 브리스톨섬 북북동쪽 180km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202108142157,674,20210814212909.000,7.2,18.3500,-73.4800,아이티 세인트 루이스 두 서드 북동쪽 12km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202108150936,678,20210815093243.000,2.0,35.1000,129.7800,부산 기장군 동남동쪽 53km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202108181700,686,20210818165711.000,2.1,35.1000,129.8400,부산 기장군 동남동쪽 58km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202108202233,693,20210820222652.000,2.1,38.3700,127.9900,북한 강원 회양 남동쪽 50km 지역,최대진도 Ⅱ(강원),자연지진으로 분석됨.,,
14,202108210941,696,20210821094041.000,4.0,35.7200,124.7000,전북 군산시 어청도 서남서쪽 123km 해역,최대진도 Ⅱ(전남,전북,충남),위 정보는 이동속도가 빠른 지진파(P파)만을 이용하여 자동 추정한 정보임.
3,202108210945,697,20210821094040.000,4.0,35.7000,124.7000,전북 군산시 어청도 서남서쪽 124km 해역,최대진도 Ⅱ(전남),위의 정보는 2021년 8월 21일 09시 40분에 발표한 지진속보를 수동으로 분석한 상세정보임.,,
2,202108230652,703,20210823063323.000,7.2,-60.3000,-25.0000,사우스 샌드위치 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202108280706,722,20210828070322.000,2.2,35.0000,127.7300,전남 광양시 북북동쪽 7km 지역,최대진도 Ⅲ(경남,전남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,
3,202108291306,730,20210829130323.000,2.2,35.3100,128.4900,경남 함안군 동북동쪽 9km 지역,최대진도 Ⅲ(경남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
3,202108291851,732,20210829184720.000,2.6,36.9800,125.0200,충남 태안군 서격렬비도 북서쪽 62km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202108311209,739,20210831115249.000,6.5,-30.1000,-176.6000,뉴질랜드 케르마덱 제도 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202108261602,715,20210826155814.000,2.3,35.0700,125.1200,전남 신안군 흑산도 북북서쪽 52km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202109011929,744,20210901183952.000,2.4,41.3000,129.1300,북한 함경북도 길주 북북서쪽 42km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
2,202109081107,765,20210908104749.000,7.4,17.1000,-99.6000,멕시코 아카풀코 남서쪽 43km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202109110440,773,20210911034727.000,2.1,41.2900,129.1500,북한 함경북도 길주 북북서쪽 40km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
3,202109120208,777,20210912020446.000,2.1,35.5300,128.5300,경남 창녕군 동남동쪽 4km 지역,최대진도 Ⅱ(경남),지진피해 없을 것으로 예상됨,,=
2,202109131445,782,20210913141813.000,6.2,-23.8900,-67.0200,아르헨티나 샌안토니오 데로스 코브레스 서북서쪽 79km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202109131951,783,20210913194127.000,5.6,24.1200,121.0200,대만 화롄 서북서쪽 57km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
3,202109140338,785,20210914033601.000,2.2,35.4100,128.7800,경남 밀양시 남남동쪽 11km 지역,최대진도 Ⅲ(경남),Ⅱ(부산),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,
2,202109140754,786,20210914074600.000,6.2,32.2000,138.2000,일본 시즈오카현(혼슈) 시즈오카 남쪽 309km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202109160602,796,20210916053331.000,6.0,29.2000,105.3400,중국 쓰촨성 루저우시 북북서쪽 37km 지역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
2,202109161900,798,20210916184200.000,5.2,37.5000,137.3000,일본 도야마현(혼슈) 도야마 북쪽 90km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202109170533,801,20210917053013.000,2.2,36.7100,126.1200,충남 태안군 서남서쪽 16km 지역,최대진도 Ⅱ(충남),지진피해 없을 것으로 예상됨,,=
2,202109191725,807,20210919171800.000,5.0,36.3000,137.6000,일본 도야마현(혼슈) 도야마 남동쪽 56km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202109200701,810,20210920065849.000,2.2,34.8800,127.2500,전남 보성군 북동쪽 20km 지역,최대진도 Ⅲ(전남),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.,,=
2,202109210544,816,20210921052600.000,6.5,45.8000,153.5000,일본 홋카이도 구시로 동북동쪽 789km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202109212240,819,20210921221430.000,6.4,-36.7900,-74.0300,칠레 비오비오주 콘셉시온 서쪽 88km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202109221916,823,20210922185707.000,6.7,12.1000,-87.8000,니카라과 코린토 서남서쪽 80km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202109231205,827,20210923120243.000,2.6,35.4200,128.4900,경남 창녕군 남쪽 14km 지역,최대진도 Ⅳ(경남),Ⅱ(경북,대구,부산
2,202109242106,831,20210924205231.000,6.3,51.0500,-178.9400,알래스카 아닥 서남서쪽 184km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202109260732,834,20210926072119.000,5.7,24.3200,121.6900,대만 화롄 북북동쪽 43km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202109271545,839,20210927151722.000,6.0,35.2500,25.2600,그리스 크레타섬 헤라클리온 남동쪽 14km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202109291748,845,20210929173700.000,6.1,38.8000,135.5000,일본 이시카와현(혼슈) 가나자와 북북서쪽 269km 해역,,국내영향없음. 지진해일가능성 없음.,,
2,202110021545,854,20211002152916.000,7.2,-20.8700,174.9300,피지 수바 남서쪽 477km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202110041316,862,20211004125406.000,6.2,-60.4300,-27.5100,사우스 샌드위치 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202110060240,867,20211006023000.000,5.4,25.8000,125.0000,일본 오키나와현 오키나와 서쪽 272km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202110060252,868,20211006024600.000,6.0,40.0000,142.4000,일본 이와테현(혼슈) 모리오카 동북동쪽 111km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202110060314,869,20211006030300.000,5.5,25.7000,125.0000,일본 오키나와현 오키나와 서남서쪽 274km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202110062158,873,20211006215548.000,2.5,35.2500,127.8600,경남 하동군 북북동쪽 23km 지역,최대진도 Ⅲ(경남,전남),Ⅱ(전북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202110072248,876,20211007224100.000,6.1,35.6000,140.1000,일본 지바현(혼슈) 지바 남서쪽 1km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202110080544,877,20211008051301.000,6.1,-58.7800,158.4500,뉴질랜드 크라이스트처치 남서쪽 1960km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202110092015,882,20211009195830.000,7.0,-21.0600,174.4700,피지 나디 남서쪽 476km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110100222,884,20211010021851.000,2.1,35.1000,125.0600,전남 신안군 흑산도 북서쪽 58km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202110110658,888,20211011064836.000,6.1,18.8000,-155.5300,하와이 나알레후 남쪽 29km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202110111827,890,20211011181023.000,6.5,56.2700,-156.5500,알래스카 앵커리지 남남서쪽 670km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110112254,892,20211011220053.000,2.5,41.2900,129.2000,북한 함경북도 길주 북북서쪽 39km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
2,202110121849,895,20211012182403.000,6.4,35.1900,26.2600,그리스 크레타섬 헤라클리온 동쪽 102km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202110151157,905,20211015114459.000,6.6,-8.8800,158.4300,솔로몬제도 부알라 서남서쪽 151km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110180009,911,20211017231356.000,2.4,41.2600,129.4500,북한 함경북도 길주 북북동쪽 36km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,=
2,202110181653,913,20211018162652.000,6.1,-13.7400,166.9400,바누아투 산마 루간빌 북쪽 200km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110190659,916,20211019064135.000,2.6,40.3700,127.2800,북한 함경남도 장진 동남동쪽 4km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,
3,202110190711,917,20211019064503.000,2.8,40.4100,127.2700,북한 함경남도 장진 북동쪽 4km 지역,최대진도 Ⅰ,자연지진으로 분석됨,,
2,202110191457,919,20211019143232.000,6.0,34.5700,28.3900,그리스 로도스 남쪽 208km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110192217,922,20211019221331.000,2.2,35.9000,129.7500,경북 포항시 남구 동남동쪽 37km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202110211741,929,20211021171043.000,6.0,-25.2400,179.6400,남태평양 피지 수바 남쪽 799km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202110220655,932,20211022065148.000,2.4,36.9000,128.2200,충북 제천시 남쪽 26km 지역,최대진도 Ⅲ(충북),Ⅱ(강원,경북),지진 발생 인근 지역은 지진동을 느낄 수 있음. 안전에 유의하기 바람.
2,202110241420,940,20211024141134.000,6.5,24.5300,121.7900,대만 타이베이 남남동쪽 62km 지역,,국내영향없음. 위 자료는 대만기상국(CWB) 분석결과임.,,=
2,202110261511,946,20211026144842.000,6.0,-58.3400,-14.8100,사우스 샌드위치 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111010621,960,20211101061400.000,5.2,36.5000,140.6000,일본 이바라키현(혼슈) 미토 북동쪽 19km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202111010921,962,20211101090251.000,6.1,-58.0500,-25.3200,사우스 샌드위치 제도 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111091558,985,20211109152517.000,6.2,11.2300,-86.5200,니카라과 마사차파 남쪽 61km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111110054,989,20211111004500.000,6.6,23.3000,126.6000,일본 오키나와현 오키나와 남남서쪽 342km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
3,202111120136,994,20211112013105.000,2.1,36.1500,129.3800,경북 포항시 북구 북쪽 12km 지역,최대진도 Ⅱ(경북),지진피해 없을 것으로 예상됨,,=
2,202111142132,1001,20211114210838.000,6.3,27.7400,56.0800,이란 반다르 아바스 북북서쪽 64km 지역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111151350,1003,20211115132330.000,6.0,-37.4900,51.2700,마다가스카르 톨라나로 남남동쪽 1440km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202111161201,1012,20211116115758.000,2.1,35.0600,125.0600,전남 신안군 흑산도 북서쪽 54km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202111162057,1017,20211116205324.000,2.1,34.5000,125.9000,전남 진도군 서쪽 33km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202111170142,1019,20211117013911.000,2.9,35.6600,129.7500,울산 동구 동북동쪽 35km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202111171525,1021,20211117145400.000,5.0,33.5000,121.1900,중국 상해 북쪽 254km 해역,,국내영향없음. 위 자료는 중국지진청(CEA) 분석결과임.,,=
2,202111182328,1025,20211118230805.000,6.2,-5.3200,153.6700,파푸아뉴기니 코코포 남동쪽 189km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202111190239,1027,20211119023508.000,2.2,33.8500,124.7700,전남 신안군 흑산도 남남서쪽 109km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
3,202111220523,1037,20211122051931.000,2.1,35.4800,127.1100,전북 순창군 북북서쪽 12km 지역,최대진도 Ⅱ(전남,전북),지진피해 없을 것으로 예상됨,
2,202111252126,1047,20211125210410.000,6.0,-10.7500,166.4900,솔로몬 제도 라타 동쪽 75km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111282006,1055,20211128195214.000,7.4,-4.5000,-76.7000,페루 바랑카 북쪽 36km 지역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202111292152,1058,20211129214100.000,6.6,31.1000,142.8000,일본 지바현(혼슈) 지바 남남동쪽 560km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202111302003,1061,20211130193618.000,6.0,-3.5200,151.1600,파푸아뉴기니 뉴아일랜드 남남동쪽 113km 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202112020206,1065,20211202015800.000,5.0,36.2000,140.0000,일본 도치기현(혼슈) 우쓰노미야 남남동쪽 41km 지역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202112030938,1070,20211203092800.000,5.4,33.8000,135.2000,일본 와카야마현(혼슈) 와카야마 남쪽 48km 해역,,국내영향없음. 위 자료는 일본기상청(JMA) 분석결과임.,,=
2,202112031411,1071,20211203134004.000,6.2,-28.6300,-112.2600,칠레 이스터섬 서남서쪽 324km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202112031801,1072,20211203173339.000,6.0,-60.4600,-27.1100,사우스 샌드위치 제도 해역 ,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,202112032122,1074,20211203210822.000,4.5,35.8100,123.8800,중국 청도 동쪽 324km 해역,,국외지진정보발표 기준(규모 5.0이상)에 미달하나, 전남, 전북 지역 등에서 지진동을 느낄수 있음.
3,202112041236,1076,20211204123322.000,2.3,38.0200,124.5200,인천 옹진군 백령도 서북서쪽 16km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
2,202112050909,1081,20211205084757.000,6.0,4.0700,128.1400,인도네시아 토벨로 북쪽 259km 해역,,국내영향없음. 위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,202112091102,1091,20211209105747.000,2.6,33.8500,125.5100,전남 신안군 흑산도 남쪽 91km 해역,최대진도 Ⅰ,지진피해 없을 것으로 예상됨,,=
