TP,TM_FC,SEQ,TM_EQK,MSC,MT,LAT,LON,LOC,INT,REM,COR
2,200802170046,40,20080216114511.000,6.0,-21.2300,-68.0100,볼리비아 포토시 남서쪽 299km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200802180607,41,20080218053303.000,5.8,23.2800,121.4500,대만 카오슝 동북동쪽 145km 해역,,위 자료는 대만기상국(CWB) 분석결과임.\n우리나라는 영향없음.,,=
2,200802201727,47,20080220170832.000,7.6,2.6000,95.9500,인도네시아 시뮤루섬 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.\n우리나라는 영향없음.,,=
2,200802212346,48,20080221231605.000,6.3,41.0800,-114.7700,미국 네바다주 웰스 동남동쪽 약 17km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.,,=
3,200802231824,55,20080223181939.000,2.2,35.8200,129.3300,경북 경주시 동쪽 11km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200802251752,61,20080225173635.000,7.1,-2.5600,100.0400,인도네시아 수마트라 파당 남쪽 182km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향 없음.,,=
3,200802260946,62,20080226091058.000,2.6,37.9500,124.8500,인천 백령도 동쪽 15km 해역(북한),,자연지진임. 신고된 피해 없음.,,=
3,200802262327,65,20080226232248.000,2.5,35.9700,126.5600,전북 군산시 서쪽 14km 해역,,이 지진정보는 자동계기분석 결과이며 상세분석 후 변경될 수 있음. 신고된 피해 없음.,,=
2,200802271615,71,20080227155425.000,6.4,26.8400,142.4200,일본 보닌섬 치치시마 남동쪽 34km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200802290543,75,20080229053752.000,2.3,33.5900,126.3900,제주 제주시 북서쪽 17km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200802291630,82,20080229155300.000,3.2,38.7500,126.2300,황해북도 신계 북서쪽 38km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음. 자연지진으로 신고된 피해없음.\n,
2,200803050256,89,20080305023148.000,5.5,23.2200,120.7200,대만 신잉 동쪽 약 43km 지역,,위 자료는 대만중앙기상국(CWB) 분석결과임.,,=
3,200803081810,94,20080308180500.000,2.0,35.6600,128.8000,경북 청도군 동북동쪽 6km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200803091832,95,20080309180710.000,2.2,38.7500,125.8400,황해북도 송림 동쪽 18km 지역,,이 지진정보는 상세분석 후 변경될 수 있음.\n자연지진으로 신고된 피해 없음.,,=
3,200803150143,102,20080315013801.000,2.0,38.1100,127.1000,경기 연천군 북동쪽 3km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200803150745,103,20080315073200.000,6.3,27.3000,143.2000,일본 혼슈 도쿄 남남동쪽 990km 해역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
2,200803210757,106,20080321073300.000,7.4,35.5200,81.6700,중국 신장 호탄 남동쪽 약 235km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.,,=
3,200803220003,109,20080321235729.000,2.7,35.1500,124.5700,전남 신안군 흑산면 북서쪽 99km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200803271634,112,20080327162921.000,2.8,37.7800,126.4000,인천 강화군 서북서쪽 9km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200804041910,116,20080404190200.000,5.0,36.2000,139.8000,일본 혼슈 도쿄 북쪽 56km 지역,,위 자료는 일본기상청(JMA) 분석결과임.\n,,=
2,200804092210,117,20080409214618.000,7.5,-20.2100,168.8100,바누아투 포트빌라 남쪽 278km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200804121000,123,20080412093013.000,7.3,-55.5600,158.3100,태평양 뉴질랜드 인버카길 남서쪽 약 1240km 해역,,\n위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200804170427,141,20080417041900.000,5.7,39.0000,140.3000,일본 혼슈 아키타 남쪽 72km 지역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
2,200804231041,144,20080423102700.000,5.6,33.7000,141.1000,일본 혼슈 도쿄 남남동쪽 255km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n\n* 우리나라 영향없음,,=
2,200804240349,148,20080424032845.000,6.2,22.9300,121.7500,대만 타이퉁 북동쪽 약 65km 해역,,위 자료는 미국지질조사소 분석결과임.\n우리나라는 영향 없음.,,=
2,200804291438,154,20080429142600.000,5.5,41.4000,142.1000,일본 혼슈 아오모리 북동쪽 약130km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라에 영향없음.,,=
2,200805080118,155,20080508010200.000,6.3,36.2000,142.1000,일본 혼슈 미토 동쪽 153km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향 없음.,,=
2,200805080118,155,20080508010200.000,6.3,36.2000,142.1000,일본 혼슈 미토 동쪽 153km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향 없음.,,=
2,200805090829,156,20080509082100.000,5.7,36.3000,141.9000,일본 혼슈 미토 동쪽 134km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향 없음.,,=
2,200805121545,161,20080512152804.000,7.8,31.1100,103.3300,중국 청두 북서쪽 약 90km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.,,=
2,200805180236,166,20080518020825.000,6.0,32.2700,104.9800,중국 쓰촨성 청두 북동쪽 약193km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.\n위 지진은 5월 12일 발생한 규모 7.9 지진의 여진임.,,=
2,200805191928,168,20080519191000.000,6.3,42.5000,132.6000,러시아 블라디보스톡 동남쪽 90km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n심발지진(깊이 약 600km)으로 우리나라 영향 없음.,,=
3,200805261104,172,20080526110106.000,2.6,35.8500,130.0100,경북 포항시 남구 동남동쪽 61km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200805300116,178,20080530004601.000,6.1,64.0300,-20.9900,아이슬란드 수도 레이캬비크 동남동쪽 약50km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.,,=
3,200805312204,180,20080531215930.000,4.2,33.4980,125.6900,제주 제주시 서쪽 78km 해역,,이 지진정보는 자동계기분석 결과이며 상세분석 후 변경될 수 있음. 전라남도 완도 일대에서 진동을 느낌,,=
2,200806020216,183,20080602015924.000,6.0,24.9500,121.7600,대만 타이베이 동남동쪽 28km 지역,,위 자료는 대만기상국(CWB) 분석결과임,,=
2,200806082145,186,20080608212529.000,6.1,38.0300,21.4600,그리스 파트라스 남서쪽 약 33km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200806140850,195,20080614084300.000,7.0,39.0000,140.9000,일본 혼슈 모리오카 남남서쪽 78km 지역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
3,200806212333,200,20080621233012.000,2.2,35.5700,128.6000,경남 밀양시 북서쪽 17km 지역,,이 지진정보는 자동계기분석 결과이며 상세분석 후 변경될 수 있음.,,=
3,200806300339,216,20080630033410.000,2.6,35.2200,124.9700,전남 신안군 흑산면 북서쪽 78km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200807011637,225,20080701163250.000,2.1,35.5400,128.8500,경남 밀양시 북동쪽 10km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200807041952,231,20080704193912.000,2.3,39.1500,127.0400,강원 원산(북한) 서쪽 34km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200807042112,232,20080704204848.000,2.3,39.0900,127.1000,강원 원산(북한) 서남서쪽 29km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음. 신고된 피해없음.\n이 지진은 금일 19시 39분 발생 지진과 비슷한 위치임.,
2,200807051130,234,20080705111116.000,7.6,53.8000,153.2000,러시아  페트로파블로프스크-캄차츠키 약 370km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우라나라 해일 영향 없음.,,=
2,200807081655,240,20080708164200.000,6.0,27.5000,128.5000,일본 큐슈 가고시마 남남서쪽 494km 해역,,위 자료는 일본기상청(JMA) 분석결과임. 우리나라에는 해일영향없음.,,=
2,200807081845,244,20080708181302.000,6.0,-15.9600,-71.6800,페루 아레키파 북북서쪽 55km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200807140014,245,20080713235836.000,6.5,21.0300,120.8700,대만 카오슝 남남동쪽 186km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음,,=
2,200807191146,253,20080719113900.000,6.6,37.5000,142.5000,일본 혼슈 센다이 동남동쪽 176km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향 없음.,,=
2,200807212040,257,20080721203000.000,6.1,37.1000,142.3000,일본 혼슈 미토 동북동쪽 186km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
3,200807222316,261,20080722231126.000,2.0,35.3800,129.6800,울산 동구 동남동쪽 27km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200807231935,266,20080723192959.000,2.8,34.5000,128.1200,경남 남해군 남남동쪽 43km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200807240038,267,20080724002600.000,6.8,39.7000,141.7000,일본 혼슈 모리오카 동쪽 50km 지역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
2,200807241138,268,20080724112800.000,5.0,39.6000,141.6000,일본 혼슈 모리오카 동남동쪽 42km 지역,,위 자료는 일본기상청(JMA) 분석결과임. 위 지진은 24일 00시 26분에 발생한 지진의 여진임. 우리나라 영향없음,,=
3,200807271810,271,20080727171318.000,2.4,39.4000,126.0300,평안남도 평성 북동쪽 23km 지역,,이 지진정보는 상세분석 결과 입니다.\n이 지진은 자연지진 입니다.,,=
3,200807272153,272,20080727214848.000,2.2,34.4500,128.0800,경남 남해군 남남동쪽 46km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.,
2,200808051904,273,20080805184922.000,6.0,32.7000,105.3500,중국 츠촨성 광유안 남서쪽 53km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음.,,=
3,200808191112,274,20080819110742.000,2.4,34.5300,125.4200,전남 신안군 흑산면 남남서쪽 14km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
5,200808191140,275,20080819110726.000,2.7,34.0500,124.4000,전남 신안군 흑산면 남서쪽 119km 해역,,2008년 8월 19일 11시 12분에 발표한 지진의 2차 통보임.,위·경도 및 규모 변경.,=
3,200808201449,281,20080820144526.000,2.2,35.7200,125.6900,전남 영광군 서북서쪽 90km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200808252244,283,20080825222201.000,6.6,30.9900,83.6500,중국 시짱(티벳) 서부 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200808270625,285,20080827060037.000,6.3,-7.5500,-74.4700,페루 푸칼파 북쪽 93km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200808271056,286,20080827103531.000,6.3,51.7300,104.2500,러시아 이르쿠츠크 서쪽 65km 지역(바이칼호),,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200808301616,288,20080830155406.000,6.3,-6.1900,147.2600,파푸아뉴기니 라에 북북동쪽 68km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향 없음.,,=
2,200809032058,292,20080903202513.000,6.0,-26.5700,-63.1800,아르헨티나 산티아고델에스테로 북동쪽 171km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200809040051,294,20080904004436.000,2.5,34.8900,125.5000,전남 신안군 흑산면 북쪽 27km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.,
3,200809081538,296,20080908153505.000,2.6,34.5700,128.2500,경남 통영시 남남서쪽 36km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200809090417,298,20080909035210.000,7.0,-13.4900,166.8800,남태평양 바누아투 산토 북쪽 229km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음.,,=
2,200809102024,299,20080910200040.000,6.1,27.0100,55.7800,이란 벤다르 아바스 서남서 55km 지역,,위 자료는 미지질조사소(USGS) 분석결과임,,=
2,200809110931,300,20080911092100.000,7.0,41.5000,144.4000,일본 홋카이도 구시로 남쪽 164km 해역(태평양쪽),,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향 없음.,,=
3,200809111050,302,20080911104610.000,2.4,38.0800,127.1200,경기 연천군 동남동쪽 4km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200809131209,306,20080913120508.000,2.5,35.6000,126.9900,전북 정읍시 동북동쪽 12km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200809201129,308,20080920112400.000,2.6,34.1200,124.8800,전남 신안군 흑산면 남서쪽 80km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200809271230,314,20080927120913.000,6.1,13.4000,120.4800,필리핀 마닐라 남남서쪽 145km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200809300057,315,20080930001932.000,7.3,-29.9000,-177.7800,태평양 뉴질랜드 오클랜드 북동쪽 1035km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향 없음.,,=
2,200810011853,319,20081001183900.000,5.6,30.3000,139.5000,일본 혼슈 도쿄 남남동쪽 595km 해역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
2,200810060109,321,20081006005250.000,6.9,39.7000,73.8800,키르기즈스탄  사리타쉬 동쪽 61km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200810060831,322,20081006075633.000,6.0,33.9500,69.4800,아프카니스탄 카불 남남동쪽 약 70km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200810061748,323,20081006173049.000,6.5,29.7600,90.4100,중국 티벳 라사 서쪽 약 74km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200810081108,326,20081008110434.000,2.1,38.1200,127.1100,경기 연천군 북동쪽 4km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음. 신고된피해없음.\n,
2,200810191435,334,20081019141033.000,7.1,-21.8100,-173.4900,통가 누쿠알로파 동남동쪽 약 195km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향 없음,,=
2,200810290827,346,20081029080957.000,6.2,30.7500,67.3400,파키스탄 퀘타 북북동쪽 69km 지역,,위 자료는 미국지질조사소(USGS) 분석결과임.,,=
3,200810290931,347,20081029092614.000,3.4,36.3500,127.2500,충남 공주시 남동쪽 15km 지역,,충남 일부 지역에서 지진동이 감지되었음,,=
2,200810292050,350,20081029203249.000,6.1,30.6300,67.5200,파키스탄 퀘타 북동쪽 69km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
2,200811040445,354,20081104042202.000,6.1,1.1900,97.3800,인도네시아 수마트라 시볼가 서남서쪽 168km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200811051816,355,20081105181231.000,2.3,37.0700,129.1100,경북 봉화군 동북동쪽 38km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200811101043,358,20081110102201.000,6.5,37.6200,95.8500,중국 칭하이성 거얼무 북북동쪽 약 162km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200811112154,365,20081111212053.000,3.0,38.5400,125.6500,황해북도 사리원 서북서쪽 10km 지역,,이 지진정보는 상세분석 후 변경될 수 있음.\n\n* 자연지진 임.,,=
3,200811112220,366,20081111213002.000,3.0,38.5500,125.6700,황해북도 사리원 서북서쪽 9km 지역,,이 지진정보는 상세분석 후 변경될 수 있음.\n\n- 자연지진 임.\n\n* 21시 21분경 황해북도 사리원 서북서쪽 10km 지역\n  에서 규모 3.0의 지진이 발생한 바 있음.,,=
3,200811120032,367,20081111233754.000,2.5,38.5600,125.6600,황해북도 사리원 북서쪽 11km 지역,,이 지진정보는 상세분석 후 변경될 수 있음.\n- 자연지진 임.\n\n* 11월 11일 21시 21분경 사리원 서북서쪽 10km 지역에서 규모 3.0의 지진이 발생한 바 있음.\n* 11월 11일 21시 30분경 사리원 서북서쪽 9km 지역에서 규모 3.0의 지진이 발생한 바 있음.,,=
2,200811170223,370,20081117020234.000,7.8,1.3500,122.1200,인도네시아 술라웨시섬 고론탈로 북서쪽 139km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음.,,=
2,200811241822,381,20081124180258.000,7.0,54.2000,154.5000,러시아 캄차카반도 서쪽 약 85km 해역,,위 자료는 미지질조사소(USGS) 분석결과임. 우리나라에 영향 없음.,,=
2,200812040830,406,20081204081700.000,6.1,38.5000,143.3000,일본 혼슈 센다이 동쪽 221km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n* 우리나라 영향 없음,,=
2,200812041223,408,20081204121100.000,5.7,38.6000,143.2000,일본 혼슈 센다이 동쪽 214km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n* 우리나라 영향 없음.,,=
3,200812070234,410,20081207022807.000,2.1,36.4500,129.5700,경북 영덕군 동북동쪽 19km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200812071833,411,20081207180214.000,2.3,37.7900,125.0200,황해남도 옹진 서남서쪽 34km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음. 자연지진임.\n,
3,200812080855,413,20081208084944.000,2.3,35.1200,124.6400,전남 신안군 흑산면 북서쪽 92km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200812091604,414,20081209152402.000,7.0,-31.0600,-177.0300,뉴질랜드 오클랜드 북동쪽 990km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음,,=
3,200812111956,423,20081211193120.000,2.7,40.3800,126.8700,자강도 용림(북한) 남남동쪽 14km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n** 자연지진임 **\n,
2,200812181557,438,20081218154700.000,5.7,38.3000,143.8000,일본 혼슈 센다이 동쪽 264km 해역,,위 자료는 일본기상청(JMA) 분석결과임. \n* 우리나라 영향 없음.\n,,=
3,200812182342,439,20081218233815.000,2.0,36.4600,129.5500,경북 영덕군 동북동쪽 17km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200812191758,447,20081219175341.000,3.2,36.4300,129.7000,경북 영덕군 동쪽 30km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200812192158,449,20081219215349.000,2.2,37.3600,129.8300,경북 울진군 북동쪽 56km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200812201938,451,20081220192900.000,6.5,36.5000,142.6000,일본 혼슈 미토 동쪽 197km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
2,200812211828,452,20081221181700.000,6.2,36.6000,142.5000,일본 혼슈 미토 동쪽 188km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음,,=
3,200812290555,468,20081229055117.000,2.1,35.6500,126.4000,전북 부안군 서남서쪽 32km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200901010650,1,20090101064535.000,2.1,36.3100,128.3500,경북 구미시 북쪽 22km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.,
3,200901011603,6,20090101155810.000,2.2,36.4900,129.0800,경북 청송군 북북동쪽 7km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
3,200901020820,7,20090102081553.000,2.2,33.9400,127.6700,전남 고흥군 남남동쪽 82km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200901040504,9,20090104044359.000,7.8,-0.7000,132.8000,인도네시아 이리안자야 마노콰리 서쪽 144km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음,,=
2,200901040544,11,20090104052320.000,6.2,36.5300,70.7800,아프카니스탄 페이자바드 남남동쪽 66km 지역,,위 자료는 미지질조사소(USGS) 분석결과임\n우리나라 영향없음.,,=
2,200901040752,12,20090104073341.000,7.5,-0.7000,133.3800,인도네시아 이리안자야 마노콰리 서북서쪽 81km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음.,,=
3,200901050305,14,20090105025959.000,2.5,33.4500,127.3400,제주 제주시 동쪽 75km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200901090501,15,20090109042139.000,6.1,10.2100,-84.2500,코스타리카 산호세 북서쪽 32km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200901092123,20,20090109205323.000,2.8,38.6700,125.9000,황해북도 사리원 북북동쪽 22km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n자연지진임.\n,
3,200901131912,23,20090113190700.000,2.6,36.4200,129.6100,경북 영덕군 동쪽 22km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된피해없음.\n,
2,200901160310,25,20090116024940.000,7.7,46.9900,155.1100,일본 홋카이도 구시로 동북동쪽 955km (쿠릴열도) 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음,,=
2,200902010704,31,20090201065200.000,5.8,36.7000,141.4000,일본 혼슈 미토 동북동쪽 95km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
2,200902120312,38,20090212023452.000,7.0,3.8700,126.4100,인도네시아 탈라우드 남쪽 해역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향 없음.,,=
3,200902121749,54,20090212174615.000,2.9,35.2000,127.5400,전남 구례군 동쪽 7km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200902151301,56,20090215125705.000,2.1,35.8500,127.7200,전북 무주군 남남동쪽 18km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
2,200902151834,58,20090215182400.000,6.0,40.3000,142.5000,일본 혼슈 모리오카 동북동쪽 137km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
3,200902152246,60,20090215224157.000,3.0,35.7600,125.7100,전남 영광군 북서쪽 91km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.,
2,200902180658,66,20090218064700.000,5.1,35.7000,136.3000,일본 혼슈 후쿠이 남쪽 43km 지역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
3,200902190048,71,20090219000139.000,2.3,39.7200,126.8900,함경남도 요덕 북북동쪽 9km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n자연지진임.\n,
2,200902190714,73,20090219065343.000,7.3,-27.3000,-175.7000,뉴질랜드 라울섬 북동쪽 303km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200902232151,75,20090223214717.000,2.6,37.1300,126.0100,충남 태안군 북북서쪽 50km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200902261508,81,20090226150357.000,2.5,35.1200,129.5200,부산 기장군 동남동쪽 30km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200902262057,83,20090226205304.000,2.2,36.9400,129.3600,경북 울진군 남서쪽 7km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
2,200902280945,90,20090228093600.000,5.4,42.6000,142.2000,일본 홋카이도 삿포로 남동쪽 95km 지역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
3,200903021425,91,20090302142028.000,3.4,37.1100,124.6000,인천 백령도 남쪽 94km 해역,,이 지진정보는 자동계기분석 결과이며 상세분석 후 변경될 수 있음.\n신고된 피해 없음.,,=
2,200903200340,102,20090320031737.000,7.9,-23.0200,-174.7800,통가 남남동쪽 약 213km 해역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200903241956,104,20090324194754.000,3.1,35.1100,129.5300,부산 기장군 동남동쪽 31km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200903260235,109,20090326023214.000,2.3,33.3800,127.1400,제주 제주시 동남동쪽 58km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200903262117,110,20090326211102.000,2.3,35.1100,129.6800,부산 기장군 동남동쪽 44km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200903262225,112,20090326222125.000,2.7,38.0900,127.1100,경기 연천군 동쪽 3km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
2,200903270448,115,20090327042000.000,5.7,27.4000,126.8000,일본 오키나와 나하 북서쪽 158km 해역,,위 자료는 일본기상청(JMA) 분석결과임.,,=
2,200903290320,116,20090329025928.000,6.0,-2.9300,139.5600,인도네시아 자야푸라 서남서쪽 134km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.\n우리나라 영향없음.,,=
3,200903300602,118,20090330055817.000,2.3,36.2100,128.0800,경북 김천시 북쪽 8km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
3,200904022031,119,20090402202800.000,3.0,37.6000,125.9500,인천 강화군 서남서쪽 50km 해역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n신고된 피해없음.\n,
2,200904051846,122,20090405183600.000,5.6,31.9000,131.9000,일본 큐슈 미야자키 동쪽 46km 해역,,위 자료는 일본기상청(JMA) 분석결과임.\n우리나라 영향없음.,,=
2,200904061052,125,20090406103244.000,6.7,42.4800,13.1600,이탈리아 로마 북동쪽 86km 지역,,위 자료는 미지질조사소(USGS) 분석결과임.,,=
3,200904140518,130,20090414045133.000,2.5,38.4500,125.6500,황해북도 사리원 서남서쪽 11km 지역,,이 지진정보는 자동계기분석 결과이며, 상세분석 후 변경될 수 있음.\n자연지진임.\n,
